NEIGHBOURHOOD,HOOD_ID,OCC_YEAR,area,POP,type,PersonInCrisis,MentalHealth
West Queen West,162,2017,0.9017405371267447,13601,count,473.0,180.0
West Queen West,162,2018,0.9017405371267447,13800,count,565.0,222.0
West Queen West,162,2019,0.9017405371267447,15700,count,558.0,199.0
West Queen West,162,2020,0.9017405371267447,13978,count,510.0,200.0
West Queen West,162,2021,0.9017405371267447,18535,count,741.0,257.0
West Queen West,162,2022,0.9017405371267447,13678,count,467.0,138.0
Humber Bay Shores,161,2014,1.578104500803454,14682,count,54.0,25.0
Humber Bay Shores,161,2015,1.578104500803454,18025,count,83.0,30.0
Humber Bay Shores,161,2016,1.578104500803454,15284,count,98.0,37.0
Humber Bay Shores,161,2017,1.578104500803454,15392,count,106.0,27.0
Humber Bay Shores,161,2018,1.578104500803454,20520,count,124.0,40.0
Humber Bay Shores,161,2019,1.578104500803454,19439,count,132.0,56.0
Humber Bay Shores,161,2020,1.578104500803454,20811,count,148.0,53.0
Humber Bay Shores,161,2021,1.578104500803454,18579,count,153.0,70.0
Humber Bay Shores,161,2022,1.578104500803454,22267,count,132.0,76.0
Mimico-Queensway,160,2014,5.480563353714986,16981,count,133.0,56.0
Mimico-Queensway,160,2015,5.480563353714986,18942,count,111.0,48.0
Mimico-Queensway,160,2016,5.480563353714986,16433,count,149.0,43.0
Mimico-Queensway,160,2017,5.480563353714986,17957,count,192.0,54.0
Mimico-Queensway,160,2018,5.480563353714986,21927,count,174.0,59.0
Mimico-Queensway,160,2019,5.480563353714986,23452,count,177.0,53.0
Mimico-Queensway,160,2020,5.480563353714986,16869,count,186.0,54.0
Mimico-Queensway,160,2021,5.480563353714986,16098,count,154.0,61.0
Mimico-Queensway,160,2022,5.480563353714986,21430,count,207.0,72.0
Etobicoke City Centre,159,2014,10.134575520887154,19455,count,202.0,82.0
Etobicoke City Centre,159,2015,10.134575520887154,20916,count,203.0,90.0
Etobicoke City Centre,159,2016,10.134575520887154,18706,count,231.0,84.0
Etobicoke City Centre,159,2017,10.134575520887154,28271,count,229.0,73.0
Etobicoke City Centre,159,2018,10.134575520887154,22413,count,258.0,83.0
Etobicoke City Centre,159,2019,10.134575520887154,23730,count,235.0,81.0
Etobicoke City Centre,159,2020,10.134575520887154,27777,count,248.0,101.0
Etobicoke City Centre,159,2021,10.134575520887154,22159,count,243.0,75.0
Etobicoke City Centre,159,2022,10.134575520887154,26592,count,254.0,110.0
Islington,158,2014,6.105160822604324,23098,count,127.0,48.0
Islington,158,2015,6.105160822604324,21091,count,108.0,56.0
Islington,158,2016,6.105160822604324,22955,count,128.0,65.0
Islington,158,2017,6.105160822604324,27906,count,140.0,48.0
Islington,158,2018,6.105160822604324,24137,count,153.0,43.0
Islington,158,2019,6.105160822604324,24506,count,155.0,60.0
Islington,158,2020,6.105160822604324,28380,count,165.0,67.0
Islington,158,2021,6.105160822604324,21775,count,171.0,66.0
Islington,158,2022,6.105160822604324,30689,count,161.0,55.0
Bendale South,157,2014,2.543568396906722,10732,count,70.0,26.0
Bendale South,157,2015,2.543568396906722,10629,count,55.0,21.0
Bendale South,157,2016,2.543568396906722,11226,count,70.0,22.0
Bendale South,157,2017,2.543568396906722,16391,count,59.0,19.0
Bendale South,157,2018,2.543568396906722,10167,count,76.0,28.0
Bendale South,157,2019,2.543568396906722,13443,count,75.0,34.0
Bendale South,157,2020,2.543568396906722,9349,count,66.0,19.0
Bendale South,157,2021,2.543568396906722,12824,count,65.0,29.0
Bendale South,157,2022,2.543568396906722,9697,count,51.0,24.0
Caledonia-Fairbank,109,2014,1.5445440464849514,10251,count,69.0,21.0
Caledonia-Fairbank,109,2015,1.5445440464849514,9319,count,81.0,31.0
Caledonia-Fairbank,109,2016,1.5445440464849514,11779,count,85.0,29.0
Caledonia-Fairbank,109,2017,1.5445440464849514,10339,count,75.0,31.0
Caledonia-Fairbank,109,2018,1.5445440464849514,9435,count,87.0,26.0
Caledonia-Fairbank,109,2019,1.5445440464849514,13527,count,82.0,31.0
Caledonia-Fairbank,109,2020,1.5445440464849514,13608,count,75.0,35.0
Caledonia-Fairbank,109,2021,1.5445440464849514,9884,count,139.0,45.0
Caledonia-Fairbank,109,2022,1.5445440464849514,10843,count,115.0,42.0
Briar Hill-Belgravia,108,2014,1.8277083389592668,14767,count,111.0,35.0
Briar Hill-Belgravia,108,2015,1.8277083389592668,13289,count,113.0,27.0
Briar Hill-Belgravia,108,2016,1.8277083389592668,14535,count,126.0,36.0
Briar Hill-Belgravia,108,2017,1.8277083389592668,14676,count,183.0,58.0
Briar Hill-Belgravia,108,2018,1.8277083389592668,14506,count,136.0,53.0
Briar Hill-Belgravia,108,2019,1.8277083389592668,23080,count,171.0,64.0
Briar Hill-Belgravia,108,2020,1.8277083389592668,13664,count,162.0,47.0
Briar Hill-Belgravia,108,2021,1.8277083389592668,14925,count,128.0,52.0
Briar Hill-Belgravia,108,2022,1.8277083389592668,23668,count,122.0,37.0
Oakwood Village,107,2014,2.219352957440356,21774,count,163.0,47.0
Oakwood Village,107,2015,2.219352957440356,19636,count,181.0,50.0
Oakwood Village,107,2016,2.219352957440356,23424,count,136.0,51.0
Oakwood Village,107,2017,2.219352957440356,23404,count,235.0,70.0
Oakwood Village,107,2018,2.219352957440356,19414,count,170.0,60.0
Oakwood Village,107,2019,2.219352957440356,24287,count,151.0,56.0
Oakwood Village,107,2020,2.219352957440356,24232,count,229.0,68.0
Oakwood Village,107,2021,2.219352957440356,20025,count,224.0,104.0
Oakwood Village,107,2022,2.219352957440356,26251,count,216.0,83.0
Humewood-Cedarvale,106,2014,1.8711535270297255,14696,count,107.0,42.0
Humewood-Cedarvale,106,2015,1.8711535270297255,15570,count,110.0,42.0
Humewood-Cedarvale,106,2016,1.8711535270297255,14330,count,146.0,39.0
Humewood-Cedarvale,106,2017,1.8711535270297255,16527,count,114.0,41.0
Humewood-Cedarvale,106,2018,1.8711535270297255,12995,count,142.0,41.0
Humewood-Cedarvale,106,2019,1.8711535270297255,18167,count,127.0,33.0
Humewood-Cedarvale,106,2020,1.8711535270297255,18781,count,125.0,51.0
Humewood-Cedarvale,106,2021,1.8711535270297255,14000,count,164.0,73.0
Humewood-Cedarvale,106,2022,1.8711535270297255,15281,count,168.0,54.0
Lawrence Park North,105,2014,2.289900551638099,15087,count,55.0,26.0
Lawrence Park North,105,2015,2.289900551638099,16704,count,41.0,12.0
Lawrence Park North,105,2016,2.289900551638099,13934,count,52.0,12.0
Lawrence Park North,105,2017,2.289900551638099,22028,count,60.0,24.0
Lawrence Park North,105,2018,2.289900551638099,13324,count,49.0,24.0
Lawrence Park North,105,2019,2.289900551638099,13483,count,51.0,22.0
Lawrence Park North,105,2020,2.289900551638099,17189,count,82.0,20.0
Lawrence Park North,105,2021,2.289900551638099,16578,count,71.0,36.0
Lawrence Park North,105,2022,2.289900551638099,16016,count,71.0,28.0
Lawrence Park South,103,2014,3.242367237791973,15821,count,27.0,9.0
Lawrence Park South,103,2015,3.242367237791973,22748,count,30.0,14.0
Lawrence Park South,103,2016,3.242367237791973,13655,count,56.0,18.0
Lawrence Park South,103,2017,3.242367237791973,15987,count,72.0,25.0
Lawrence Park South,103,2018,3.242367237791973,13811,count,69.0,32.0
Lawrence Park South,103,2019,3.242367237791973,17312,count,69.0,29.0
Lawrence Park South,103,2020,3.242367237791973,19053,count,88.0,41.0
Lawrence Park South,103,2021,3.242367237791973,16002,count,94.0,37.0
Lawrence Park South,103,2022,3.242367237791973,17659,count,90.0,25.0
Forest Hill North,102,2014,1.5716833836389157,12970,count,63.0,24.0
Forest Hill North,102,2015,1.5716833836389157,11906,count,68.0,21.0
Forest Hill North,102,2016,1.5716833836389157,13043,count,69.0,23.0
Forest Hill North,102,2017,1.5716833836389157,11662,count,76.0,23.0
Forest Hill North,102,2018,1.5716833836389157,12768,count,84.0,31.0
Forest Hill North,102,2019,1.5716833836389157,13835,count,89.0,34.0
Forest Hill North,102,2020,1.5716833836389157,33723,count,90.0,39.0
Forest Hill North,102,2021,1.5716833836389157,11077,count,86.0,45.0
Forest Hill North,102,2022,1.5716833836389157,13531,count,101.0,20.0
Forest Hill South,101,2014,2.479856679087478,11061,count,48.0,23.0
Forest Hill South,101,2015,2.479856679087478,9746,count,74.0,22.0
Forest Hill South,101,2016,2.479856679087478,9483,count,71.0,33.0
Forest Hill South,101,2017,2.479856679087478,10237,count,71.0,26.0
Forest Hill South,101,2018,2.479856679087478,10009,count,80.0,22.0
Forest Hill South,101,2019,2.479856679087478,18418,count,57.0,26.0
Forest Hill South,101,2020,2.479856679087478,15685,count,57.0,17.0
Forest Hill South,101,2021,2.479856679087478,11799,count,67.0,18.0
Forest Hill South,101,2022,2.479856679087478,8518,count,84.0,18.0
Yonge-Eglinton,100,2014,1.6503472477466792,11768,count,75.0,22.0
Yonge-Eglinton,100,2015,1.6503472477466792,11830,count,112.0,30.0
Yonge-Eglinton,100,2016,1.6503472477466792,12267,count,124.0,35.0
Yonge-Eglinton,100,2017,1.6503472477466792,10914,count,113.0,37.0
Yonge-Eglinton,100,2018,1.6503472477466792,16673,count,117.0,38.0
Yonge-Eglinton,100,2019,1.6503472477466792,13517,count,145.0,58.0
Yonge-Eglinton,100,2020,1.6503472477466792,16847,count,158.0,55.0
Yonge-Eglinton,100,2021,1.6503472477466792,13273,count,193.0,47.0
Yonge-Eglinton,100,2022,1.6503472477466792,12787,count,164.0,38.0
Mount Pleasant East,99,2014,3.093344708569798,17086,count,61.0,22.0
Mount Pleasant East,99,2015,3.093344708569798,21051,count,59.0,21.0
Mount Pleasant East,99,2016,3.093344708569798,14922,count,73.0,27.0
Mount Pleasant East,99,2017,3.093344708569798,17108,count,100.0,33.0
Mount Pleasant East,99,2018,3.093344708569798,16532,count,71.0,31.0
Mount Pleasant East,99,2019,3.093344708569798,17360,count,77.0,30.0
Mount Pleasant East,99,2020,3.093344708569798,20540,count,104.0,32.0
Mount Pleasant East,99,2021,3.093344708569798,22846,count,92.0,67.0
Mount Pleasant East,99,2022,3.093344708569798,16620,count,81.0,39.0
Rosedale-Moore Park,98,2014,4.661529329924771,21190,count,205.0,67.0
Rosedale-Moore Park,98,2015,4.661529329924771,21406,count,207.0,58.0
Rosedale-Moore Park,98,2016,4.661529329924771,19403,count,220.0,78.0
Rosedale-Moore Park,98,2017,4.661529329924771,22777,count,252.0,80.0
Rosedale-Moore Park,98,2018,4.661529329924771,22285,count,324.0,111.0
Rosedale-Moore Park,98,2019,4.661529329924771,22284,count,286.0,79.0
Rosedale-Moore Park,98,2020,4.661529329924771,21348,count,353.0,109.0
Rosedale-Moore Park,98,2021,4.661529329924771,23481,count,318.0,103.0
Rosedale-Moore Park,98,2022,4.661529329924771,24342,count,398.0,106.0
Yonge-St.Clair,97,2014,1.161360336041057,12509,count,58.0,18.0
Yonge-St.Clair,97,2015,1.161360336041057,10306,count,73.0,30.0
Yonge-St.Clair,97,2016,1.161360336041057,18632,count,62.0,24.0
Yonge-St.Clair,97,2017,1.161360336041057,16011,count,49.0,27.0
Yonge-St.Clair,97,2018,1.161360336041057,11796,count,65.0,26.0
Yonge-St.Clair,97,2019,1.161360336041057,11961,count,77.0,33.0
Yonge-St.Clair,97,2020,1.161360336041057,12936,count,76.0,40.0
Yonge-St.Clair,97,2021,1.161360336041057,12718,count,104.0,44.0
Yonge-St.Clair,97,2022,1.161360336041057,33136,count,106.0,40.0
Casa Loma,96,2014,1.922394719299572,10987,count,78.0,24.0
Casa Loma,96,2015,1.922394719299572,14751,count,89.0,32.0
Casa Loma,96,2016,1.922394719299572,9195,count,144.0,37.0
Casa Loma,96,2017,1.922394719299572,12597,count,87.0,30.0
Casa Loma,96,2018,1.922394719299572,11168,count,113.0,32.0
Casa Loma,96,2019,1.922394719299572,15967,count,107.0,40.0
Casa Loma,96,2020,1.922394719299572,16901,count,120.0,43.0
Casa Loma,96,2021,1.922394719299572,9344,count,120.0,49.0
Casa Loma,96,2022,1.922394719299572,14342,count,118.0,66.0
Annex,95,2014,2.7902744439532077,29418,count,446.0,117.0
Annex,95,2015,2.7902744439532077,30748,count,482.0,131.0
Annex,95,2016,2.7902744439532077,26990,count,476.0,164.0
Annex,95,2017,2.7902744439532077,33755,count,555.0,203.0
Annex,95,2018,2.7902744439532077,32487,count,534.0,195.0
Annex,95,2019,2.7902744439532077,31481,count,613.0,230.0
Annex,95,2020,2.7902744439532077,31536,count,766.0,262.0
Annex,95,2021,2.7902744439532077,33504,count,722.0,258.0
Annex,95,2022,2.7902744439532077,34091,count,771.0,256.0
Wychwood,94,2014,1.6820266872024408,13596,count,157.0,53.0
Wychwood,94,2015,1.6820266872024408,14637,count,115.0,37.0
Wychwood,94,2016,1.6820266872024408,12173,count,115.0,49.0
Wychwood,94,2017,1.6820266872024408,13330,count,149.0,44.0
Wychwood,94,2018,1.6820266872024408,16771,count,155.0,52.0
Wychwood,94,2019,1.6820266872024408,13695,count,161.0,50.0
Wychwood,94,2020,1.6820266872024408,18831,count,198.0,57.0
Wychwood,94,2021,1.6820266872024408,13859,count,179.0,72.0
Wychwood,94,2022,1.6820266872024408,15568,count,162.0,63.0
Corso Italia-Davenport,92,2014,1.8893389158316354,14407,count,102.0,40.0
Corso Italia-Davenport,92,2015,1.8893389158316354,13690,count,105.0,27.0
Corso Italia-Davenport,92,2016,1.8893389158316354,14384,count,134.0,31.0
Corso Italia-Davenport,92,2017,1.8893389158316354,16770,count,144.0,51.0
Corso Italia-Davenport,92,2018,1.8893389158316354,13290,count,124.0,44.0
Corso Italia-Davenport,92,2019,1.8893389158316354,20257,count,169.0,49.0
Corso Italia-Davenport,92,2020,1.8893389158316354,32665,count,163.0,49.0
Corso Italia-Davenport,92,2021,1.8893389158316354,11699,count,189.0,74.0
Corso Italia-Davenport,92,2022,1.8893389158316354,14117,count,163.0,54.0
Weston-Pelham Park,91,2014,1.4558760132416064,11789,count,140.0,36.0
Weston-Pelham Park,91,2015,1.4558760132416064,11323,count,119.0,41.0
Weston-Pelham Park,91,2016,1.4558760132416064,11998,count,118.0,56.0
Weston-Pelham Park,91,2017,1.4558760132416064,10027,count,119.0,40.0
Weston-Pelham Park,91,2018,1.4558760132416064,17093,count,119.0,44.0
Weston-Pelham Park,91,2019,1.4558760132416064,12291,count,106.0,36.0
Weston-Pelham Park,91,2020,1.4558760132416064,11150,count,144.0,44.0
Weston-Pelham Park,91,2021,1.4558760132416064,10851,count,100.0,41.0
Weston-Pelham Park,91,2022,1.4558760132416064,13374,count,150.0,41.0
Junction Area,90,2014,2.631906324540766,14377,count,203.0,63.0
Junction Area,90,2015,2.631906324540766,15187,count,226.0,70.0
Junction Area,90,2016,2.631906324540766,13991,count,209.0,68.0
Junction Area,90,2017,2.631906324540766,13121,count,210.0,67.0
Junction Area,90,2018,2.631906324540766,17268,count,193.0,73.0
Junction Area,90,2019,2.631906324540766,15800,count,231.0,68.0
Junction Area,90,2020,2.631906324540766,16108,count,254.0,81.0
Junction Area,90,2021,2.631906324540766,13011,count,228.0,79.0
Junction Area,90,2022,2.631906324540766,17083,count,244.0,80.0
Oakridge,121,2014,1.8781883834164446,14018,count,147.0,47.0
Oakridge,121,2015,1.8781883834164446,14256,count,157.0,56.0
Oakridge,121,2016,1.8781883834164446,13496,count,176.0,44.0
Oakridge,121,2017,1.8781883834164446,14354,count,183.0,71.0
Oakridge,121,2018,1.8781883834164446,15033,count,169.0,49.0
Oakridge,121,2019,1.8781883834164446,15755,count,161.0,70.0
Oakridge,121,2020,1.8781883834164446,15277,count,233.0,87.0
Oakridge,121,2021,1.8781883834164446,17864,count,379.0,123.0
Oakridge,121,2022,1.8781883834164446,12829,count,365.0,98.0
Clairlea-Birchmount,120,2014,7.397865914545022,26401,count,165.0,45.0
Clairlea-Birchmount,120,2015,7.397865914545022,27048,count,176.0,78.0
Clairlea-Birchmount,120,2016,7.397865914545022,26404,count,202.0,76.0
Clairlea-Birchmount,120,2017,7.397865914545022,33114,count,214.0,86.0
Clairlea-Birchmount,120,2018,7.397865914545022,27104,count,214.0,106.0
Clairlea-Birchmount,120,2019,7.397865914545022,29071,count,293.0,152.0
Clairlea-Birchmount,120,2020,7.397865914545022,35882,count,259.0,123.0
Clairlea-Birchmount,120,2021,7.397865914545022,26549,count,264.0,102.0
Clairlea-Birchmount,120,2022,7.397865914545022,26154,count,324.0,124.0
Wexford/Maryvale,119,2014,10.264035474088868,28191,count,169.0,63.0
Wexford/Maryvale,119,2015,10.264035474088868,31443,count,170.0,60.0
Wexford/Maryvale,119,2016,10.264035474088868,27445,count,198.0,83.0
Wexford/Maryvale,119,2017,10.264035474088868,28811,count,251.0,100.0
Wexford/Maryvale,119,2018,10.264035474088868,29595,count,252.0,94.0
Wexford/Maryvale,119,2019,10.264035474088868,29685,count,270.0,101.0
Wexford/Maryvale,119,2020,10.264035474088868,29639,count,242.0,100.0
Wexford/Maryvale,119,2021,10.264035474088868,28571,count,235.0,98.0
Wexford/Maryvale,119,2022,10.264035474088868,31104,count,349.0,171.0
Tam O'Shanter-Sullivan,118,2014,5.421859078083518,27960,count,108.0,58.0
Tam O'Shanter-Sullivan,118,2015,5.421859078083518,28940,count,137.0,58.0
Tam O'Shanter-Sullivan,118,2016,5.421859078083518,27885,count,125.0,52.0
Tam O'Shanter-Sullivan,118,2017,5.421859078083518,31677,count,128.0,52.0
Tam O'Shanter-Sullivan,118,2018,5.421859078083518,27379,count,146.0,60.0
Tam O'Shanter-Sullivan,118,2019,5.421859078083518,31050,count,151.0,65.0
Tam O'Shanter-Sullivan,118,2020,5.421859078083518,30448,count,120.0,59.0
Tam O'Shanter-Sullivan,118,2021,5.421859078083518,25361,count,140.0,58.0
Tam O'Shanter-Sullivan,118,2022,5.421859078083518,30708,count,160.0,71.0
Steeles,116,2014,4.561057602753861,25363,count,51.0,28.0
Steeles,116,2015,4.561057602753861,22654,count,53.0,22.0
Steeles,116,2016,4.561057602753861,37358,count,38.0,29.0
Steeles,116,2017,4.561057602753861,22791,count,52.0,19.0
Steeles,116,2018,4.561057602753861,26380,count,41.0,20.0
Steeles,116,2019,4.561057602753861,27818,count,41.0,25.0
Steeles,116,2020,4.561057602753861,25128,count,59.0,26.0
Steeles,116,2021,4.561057602753861,25939,count,48.0,20.0
Steeles,116,2022,4.561057602753861,23806,count,76.0,35.0
Mount Dennis,115,2014,2.1293427329433303,13596,count,110.0,46.0
Mount Dennis,115,2015,2.1293427329433303,11761,count,135.0,57.0
Mount Dennis,115,2016,2.1293427329433303,13718,count,126.0,52.0
Mount Dennis,115,2017,2.1293427329433303,21341,count,145.0,64.0
Mount Dennis,115,2018,2.1293427329433303,13438,count,128.0,48.0
Mount Dennis,115,2019,2.1293427329433303,13899,count,108.0,55.0
Mount Dennis,115,2020,2.1293427329433303,15305,count,96.0,54.0
Mount Dennis,115,2021,2.1293427329433303,15032,count,98.0,49.0
Mount Dennis,115,2022,2.1293427329433303,12910,count,136.0,56.0
Lambton Baby Point,114,2014,1.7821444016176349,8220,count,29.0,13.0
Lambton Baby Point,114,2015,1.7821444016176349,9294,count,35.0,11.0
Lambton Baby Point,114,2016,1.7821444016176349,9431,count,51.0,16.0
Lambton Baby Point,114,2017,1.7821444016176349,11960,count,65.0,23.0
Lambton Baby Point,114,2018,1.7821444016176349,6936,count,91.0,29.0
Lambton Baby Point,114,2019,1.7821444016176349,13922,count,58.0,26.0
Lambton Baby Point,114,2020,1.7821444016176349,8344,count,48.0,16.0
Lambton Baby Point,114,2021,1.7821444016176349,6436,count,52.0,23.0
Lambton Baby Point,114,2022,1.7821444016176349,7668,count,49.0,11.0
Weston,113,2014,2.5655981586631373,18560,count,205.0,82.0
Weston,113,2015,2.5655981586631373,18704,count,221.0,84.0
Weston,113,2016,2.5655981586631373,18248,count,191.0,84.0
Weston,113,2017,2.5655981586631373,19023,count,269.0,92.0
Weston,113,2018,2.5655981586631373,20438,count,249.0,96.0
